2020-01-08 14:30:00.462027,IN
2020-01-08 14:31:28.228112,OUT
2020-01-08 14:32:57.388332,OUT
2020-01-08 14:33:36.650493,IN
2020-01-08 14:33:37.500822,OUT
2020-01-08 14:33:48.661075,IN
2020-01-08 14:33:49.727533,OUT
